NOM	ADREÇA	DISTRICTE	C. P.	POBLACIO	PAIS	Telèfon 1	Telèfon 2	WEB	E-MAIL	INFO EXTRA 1	INFO EXTRA 2	INFO EXTRA 3
Hotel Miramar Barcelona	Pl Carlos Ibáñez 3	Sants-Montjuïc	8038	BARCELONA	ESPANYA	+34 932811600		http://www.hotelacmiramar.com	ayb.acmiramar@ac-hotels.com			
Cafeteria Store Café	Trav Dalt 25-27 bxs	Gràcia	8024	BARCELONA	ESPANYA	+34 932196116		http://www.storecafe.es	info@storecafe.es			
Restaurant Free Way - Diagonal Mar	Av Diagonal 3 bxs	Sant Martí	8019	BARCELONA	ESPANYA	+34 933563256		http://www.restaurantfreeway.com				
Restaurant Rita Rouge	Pl Gardunya 1 bxs	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 934813686			ritarouge@ritablue.com			
Restaurant Condimentarius	Carrer Numància 126 bxs	Les Corts	8029	BARCELONA	ESPANYA	+34 933211441		http://www.condimentarius.com	imc@condimentarius.com			
Bar Musical LP	Carrer Simó Oller 3 bxs	Ciutat Vella	8002	BARCELONA	ESPANYA							
Bar Restaurant 100 Montaditos-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA	+34 933563130		http://www.cerveceria100montaditos.com				
Pizzeria Nyam Nyam-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA	+34 933563052						
Restaurant Casa Agustí	Carrer Bergara 5	Eixample	8002	BARCELONA	ESPANYA	+34 933014434						
Restaurant El Burro Chilango	Carrer Cinca 86 bxs	Sant Andreu	8030	BARCELONA	ESPANYA	+34 933458008			elburrochilangobcn@yahoo.com			
Restaurant Chic and Chips-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA							
Restaurant Chic and Chips-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA							
Restaurant Chic and Chips-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA	+34 933562981						
Restaurant Jin Da Le-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA	+34 933563303						
Restaurant Come Vida-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA							
Restaurant Come Vida-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA							
Restaurant Come Vida-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA							
Restaurant Come Vida-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA	+34 933563024		http://www.grupoibsl.com				
Bar Restaurant Ibericus-Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA							
Park Güell	Olot 7	Gràcia	8024	BARCELONA	ESPANYA							
Restaurant Els Pollos de Llull - Nàpols	Carrer Nàpols 272 bxs	Eixample	8025	BARCELONA	ESPANYA	+34 931622250	+34 607350289	http://www.elspollos.com	info@elspollos.com			
Restaurant Els Pollos de Llull - Sant Roc	Carrer Sant Roc 24 bxs	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 934242538	+34 607350289	http://www.elspollos.com	info@elspollos.com			
Bar Las Glorias del Jabugo-Glòries	Av Diagonal 208 bxs	Sant Martí	8018	BARCELONA	ESPANYA	+34 934860353		http://www.pantaiberic.com	pantaiberic@pantaiberic.com			
Restaurant O Pollo-Glòries	Av Diagonal 208 bxs	Sant Martí	8018	BARCELONA	ESPANYA							
Restaurant O Pollo-Glòries	Av Diagonal 208 bxs	Sant Martí	8018	BARCELONA	ESPANYA	+34 934860342		http://www.opollorestaurante.com				
Restaurant So de Mar	Pg Joan Borbó C Barcelona 78 bxs	Ciutat Vella	8039	BARCELONA	ESPANYA	+34 932240702		http://www.restaurantsodemar.com	info@restaurantsodemar.com			
Restaurant Qvid	Av Diagonal 353 bxs	Eixample	8037	BARCELONA	ESPANYA	+34 935115799		http://www.qvid.es	oscarcuine@hotmail.com			
Bar Subway-Diagonal Mar	Av Diagonal 3 bxs	Sant Martí	8019	BARCELONA	ESPANYA	+34 933560587		http://www.subway.com				
Bar Subway-Glòries	Av Diagonal 208 bxs	Sant Martí	8018	BARCELONA	ESPANYA	+34 934861346		http://www.subway.com				
Bar Subway-Rda Universitat	Rda Universitat 35 bxs	Eixample	8007	BARCELONA	ESPANYA	+34 933010056		http://www.subway.com				
Bar Subway-Triangle	Carrer Pelai 39 bxs	Eixample	8001	BARCELONA	ESPANYA	+34 934813923		http://www.subway.com				
Bar Subway -  Sports Bar - La Rambla	Carrer la Rambla 31 bxs	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933017507		http://www.subway.comhttp://www.bcnsportsbar.com				
Gran Hotel La Florida Barcelona	Ctra Vallvidrera Tibidabo 83-93	Sarrià-Sant Gervasi	8035	BARCELONA	ESPANYA	+34 932593000		http://www.hotellaflorida.com	info@hotellaflorida.com			
Restaurant Igueldo	Carrer Rosselló 186 bxs	Eixample	8008	BARCELONA	ESPANYA	+34 934522555						
Restaurant Rosa del Raval	Carrer Àngels 6 bxs	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933042681						
Restaurant Mandi Mandi	Carrer València 28 bxs	Eixample	8015	BARCELONA	ESPANYA	+34 932269384		http://www.mandimandi.es				
Restaurant Mezzaluna	Carrer Calvet 50 bxs	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 932004393						
Hotel Catalonia Ramblas	Carrer Pelai 28	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933168400		http://www.hoteles-catalonia.es	ramblas@hoteles-catalonia.es	Carrer Tallers 62		
Restaurant Cavamar	Carrer Vila Joiosa 52 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932257164		http://www.cavamar.com	sander@cavamar.com			
Restaurant Easy Presto	Carrer Can Bruixa 4	Les Corts	8028	BARCELONA	ESPANYA	+34 934097648		http://www.easy-presto.com				
Restaurant Fratello	Av Paral.lel 131 bxs	Sants-Montjuïc	8004	BARCELONA	ESPANYA	+34 934242122						
Restaurant Único	Carrer Diputació 176	Eixample	8011	BARCELONA	ESPANYA	+34 934530484		http://www.unicorestaurant.com	reservas@unicorestaurant.com			
Bar Betty Ford	Carrer Joaquín Costa 56 bxs	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933041368						
Restaurant La Botiga - Avinguda Diagonal	Av Diagonal 601	Les Corts	8028	BARCELONA	ESPANYA	+34 934104847	+34 933211317					
Bar Bambú Lounge	Carrer Vallfogona 23 bxs	Gràcia	8012	BARCELONA	ESPANYA	+34 933686883						
Restaurant Pizza & Love	Carrer Fonollar 2 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932955491						
Restaurant Bohèmic	Carrer Manso 42 bxs	Eixample	8015	BARCELONA	ESPANYA	+34 934240628						
Cocteleria Rustico	Carrer Ros de Olano 4-LB bxs	Gràcia	8012	BARCELONA	ESPANYA	+34 932374353						
Bar Menjar Enrotllat	Carrer Valldonzella 33 bxs	Ciutat Vella	8001	BARCELONA	ESPANYA							
Restaurant Gelonch	Carrer Bailèn 56 bxs	Eixample	8009	BARCELONA	ESPANYA	+34 932658298		http://www.gelonch.es	robert2004@telefonica.net			
Bar Restaurant Cuina - Parc Tecnològic Barcelona Nord	Carrer Marie Curie 8-14	Nou Barris	8042	BARCELONA	ESPANYA	+34 932917696						
Restaurant Thai Thai	Carrer Diputació 93 bxs	Eixample	8015	BARCELONA	ESPANYA	+34 620938059		http://www.thaithai.es				
Restaurant -  Peixateria La Paradeta - Pacífic	Carrer Pacífic 74	Sant Andreu	8027	BARCELONA	ESPANYA	+34 935346557		http://www.laparadeta.com	info@laparadeta.com			
Restaurant El Melindro	Carrer Provença 91-97 bxs	Eixample	8029	BARCELONA	ESPANYA	+34 933215881		http://www.elmelindro.com				
Restaurant Ovo	Carrer Laforja 25 bxs	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 932007708						
Restaurant Amélie	Pl Vila de Gràcia 11	Gràcia	8012	BARCELONA	ESPANYA	+34 935133746		http://www.amelie-restaurant.com	info@amelie-restaurant.com			
Restaurant Sdwch	Carrer Pescateria 6 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932682711		http://www.sdwch.com				
Bar Restaurant Lugori	Carrer Còrsega 337	Gràcia	8037	BARCELONA	ESPANYA	+34 932171943						
Restaurant Anexa	Carrer Comte Borrell 83 bxs	Eixample	8015	BARCELONA	ESPANYA	+34 933253371						
Restaurant Segons Mercat	Carrer Balboa 16 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA			http://www.segonsmercat.com	sm@segonsmercat.com			
Restaurant Panino Capriccioso	Carrer Villarroel 237 bxs	Eixample	8036	BARCELONA	ESPANYA	+34 933226160	+34 933226160	http://www.paninocapriccioso.com				
Opium Mar Bcn	Pg Marítim Barceloneta 34	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932259100		http://www.opiummar.com	info@grupocostaeste.com			
Dora Òpera Cafè	Carrer Villarroel 96	Eixample	8011	BARCELONA	ESPANYA				doraoperacafe@hotmail.com			
Restaurant Oriental The Wok - Maremàgnum	Moll Espanya 5-6	Ciutat Vella	8039	BARCELONA	ESPANYA	+34 935219056		http://www.clubvips.com				
Born Cooking	Carrer Corretger 9 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933105999	+34 933199905	http://www.borncooking.com				
Restaurant Delina's	Carrer Tarragona 161 bxs	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 934243390	+34 934243090	http://www.delinas.com				
Restaurant l'Amic	Carrer Consell de Cent 418	Eixample	8009	BARCELONA	ESPANYA	+34 932469424						
Botiga Imaginarium - Passeig de Gràcia	Pg Gràcia 103 bxs	Eixample	8008	BARCELONA	ESPANYA	+34 932725710		http://www.imaginarium.es				
Restaurant Barkeno	Carrer Casp 17 bxs	Eixample	8010	BARCELONA	ESPANYA	+34 934813490		http://www.barkeno.es	info@barkeno.es			
Bar Verdi 82	Carrer Verdi 82 bxs	Gràcia	8012	BARCELONA	ESPANYA							
Restaurant i Bar Verdi 82	Carrer Verdi 82 bxs	Gràcia	8012	BARCELONA	ESPANYA	+34 934150101		http://www.verdi82.com	info@verdi82.com			
Cafeteria Restaurant Buenas Migas - Bda de Santa Clara	Bda Santa Clara 2 bxs	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933191380		http://www.buenasmigas.com				
Cafeteria Restaurant Buenas Migas - Plaça del Mar	Pl Mar 1 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932216316		http://www.buenasmigas.com				
Cafeteria Restaurant Buenas Migas - Maremàgnum	Pl Odissea 1 bxs	Ciutat Vella	8039	BARCELONA	ESPANYA	+34 932258115		http://www.buenasmigas.com				
Cafeteria Restaurant Buenas Migas - Centre de la Vila	Carrer Arquitecte Sert 7 bxs	Sant Martí	8005	BARCELONA	ESPANYA	+34 932259047		http://www.buenasmigas.com				
Restaurant Can Ubaldo	Carrer Robrenyo 72-74	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 934906879						
Restaurant Au Port de la Lune	Pl Sant Galdric 1 bxs	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 932703819			gmonrepos@eresmas.com			
Bar Restaurant Velódromo	Carrer Muntaner 213	Eixample	8036	BARCELONA	ESPANYA	+34 934306022		http://www.barvelodromo.com				
Restaurant Fast Good	Carrer Balmes 127 bxs	Eixample	8008	BARCELONA	ESPANYA	+34 934522374		http://www.fast-good.com				
Ebano Cafe -  Bar -  Lounge & Cocktails	Av Paral.lel 124-LB bxs	Eixample	8015	BARCELONA	ESPANYA	+34 934418432			ebanolounge@hotmail.com			
Restaurant Talaiot	Carrer Diputació 139 bxs	Eixample	8011	BARCELONA	ESPANYA	+34 934516877		http://www.restaurantetalaiot.es				
Restaurant Creperia El Cercle	Carrer Comte d'Urgell 77 bxs	Eixample	8011	BARCELONA	ESPANYA	+34 934537304						
Restaurant Namasté-Villarroel	Carrer Villarroel 70 bxs	Eixample	8011	BARCELONA	ESPANYA	+34 932261919		http://www.restaurantehindunamaste.com				
Restaurant Via Fora - Pati Manning	Carrer Montalegre 7	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 934125185	+34 663920596	http://www.viafora.cat	reserves@viafora.cat			
Restaurant Petrus	Carrer Josep Anselm Clavé 27 bxs	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933435713						
Restaurant M&M Gourmet	Carrer Llull 302-304	Sant Martí	8019	BARCELONA	ESPANYA	+34 934982098						
Restaurant La Trajinera	G.V. Corts Catalanes 459 bxs	Eixample	8015	BARCELONA	ESPANYA	+34 934265394		http://www.latrajinera.com	info@latrajinera.com			
Restaurant Tafí Argentino	Carrer Còrsega 68	Eixample	8029	BARCELONA	ESPANYA	+34 934196930		http://www.tafi.es				
Restaurant La Chacha	Carrer Portal Nou 62	Ciutat Vella	8003	BARCELONA	ESPANYA							
Restaurant Celler de Tapas - Plaça Universitat	Pl Universitat 5	Ciutat Vella	8007	BARCELONA	ESPANYA	+34 933176488		http://www.cellerdetapas.com	info@lonjadetapas.com			
Restaurant Aire	Carrer Sabino Arana 28	Les Corts	8028	BARCELONA	ESPANYA	+34 934118886						
Restaurant Mikasa	Carrer Diputació 140	Eixample	8015	BARCELONA	ESPANYA							
Restaurant Big Fish	Carrer Comercial 9 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932681728		http://www.bigfish.cat	reserves@bigfish.cat			
Restaurant Pensavo Peggio	Carrer Piquer 52	Sants-Montjuïc	8004	BARCELONA	ESPANYA	+34 934417603						
Casa Menorca	Carrer Diputació 215 pral	Eixample	8011	BARCELONA	ESPANYA	+34 934514479			espaimenorca@telefonica.net			
Restaurant Cool	Carrer Carders 17	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932106864						
Restaurant Belgious	Carrer Avinyó 50	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 934124965		http://www.belgious.com				
Restaurant La Dolce Vita	Carrer Bac de Roda 38	Sant Martí	8019	BARCELONA	ESPANYA	+34 933037387						
Hotel Duquesa de Cardona	Carrer Mercè 18	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 932689092		http://www.hduquesadecardona.com	rest@hduquesadecardona.com			
Restaurant Nectari	Carrer València 28	Eixample	8015	BARCELONA	ESPANYA	+34 932268718		http://www.nectari.es	nectari@nectari.es			
Restaurant Bovínum - Mandri	Carrer Mandri 21	Sarrià-Sant Gervasi	8022	BARCELONA	ESPANYA	+34 934440067						
Restaurant S'eating	Carrer Fusina 3	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933102203		http://www.seating.es	info@seating.es			
Restaurant Delibar	Carrer Casanova 182 bxs	Eixample	8036	BARCELONA	ESPANYA	+34 934197616						
Aquarella Music Restaurant Conference Hall	G.V. Corts Catalanes 572	Eixample	8011	BARCELONA	ESPANYA	+34 934521452	+34 934521453	http://www.aquarella.es	comercial@aquarella.es			
Creps a Barcelona	Via Laietana 45	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933015401						
Restaurant The Pastry Shop	Carrer Villarroel 22 bxs	Eixample	8011	BARCELONA	ESPANYA	+34 934240204						
Restaurant Casa Da Fonte	Carrer Sugranyes 17-21	Sants-Montjuïc	8028	BARCELONA	ESPANYA	+34 934323479						
Pub The George Payne Irish Bar	Pl Urquinaona 5 bxs	Eixample	8010	BARCELONA	ESPANYA	+34 934815294	+34 934815294	http://www.georgepayneirishbar.com	manager.barcelona@lizdelaney.ie			
Restaurant 22 Alfa	Carrer Badajoz 115 bxs	Sant Martí	8018	BARCELONA	ESPANYA	+34 934869400		http://www.22alfarestaurant.com	reserves@22alfarestaurant.com			
Bar Restaurant Sal Cafè	Pg Marítim Barceloneta 26	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932240707	+34 932240708	http://www.salcafe.com				
Restaurant Sushi Kimura	Carrer Aragó 123 bxs	Eixample	8015	BARCELONA	ESPANYA	+34 934512228		http://www.sushikimura.es				
Hotel Murmuri	Rbla Catalunya 104	Eixample	8008	BARCELONA	ESPANYA	+34 935500606		http://www.murmuri.com	info@murmuri.com			
Bar Restaurant Sagardi-Euskal - Muntaner	Carrer Muntaner 70-72 bxs	Eixample	8011	BARCELONA	ESPANYA	+34 937060706		http://www.sagardi.com				
Bar Restaurant Sagardi-Euskal - Diagonal Mar	Av Diagonal 3 bxs	Sant Martí	8019	BARCELONA	ESPANYA	+34 933560476		http://www.sagardi.com				
Restaurant Via Fora- Pg Sant Antoni	Pg Sant Antoni 25-27 bxs	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 934153915		http://www.viafora.cat	info@viafora.cat			
Bar Musical Pony Café	Carrer Portal Nou 23 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933106126						
Bar Musical Dluz	Carrer Bonavista 6 bxs	Gràcia	8012	BARCELONA	ESPANYA	+34 934154459						
Restaurant Le Bouche à Oreilles	Carrer Torrijos 26 bxs	Gràcia	8012	BARCELONA	ESPANYA	+34 932193290						
Restaurant Crep Sí	Carrer Rosselló 277	Eixample	8008	BARCELONA	ESPANYA	+34 934153677						
Restaurant Bar Movie Restaurante & Lounge	Carrer Roger de Llúria 50 bxs	Eixample	8009	BARCELONA	ESPANYA	+34 934675481		http://www.movie-livingandfood.com	info@movie-livingandfood.com			
Restaurant Famen	Carrer Ramis 2-4	Gràcia	8012	BARCELONA	ESPANYA	+34 932105900			famenrestaurant@gmail.com			
Hotel Àbac	Av Tibidabo 1	Sarrià-Sant Gervasi	8022	BARCELONA	ESPANYA	+34 933196600	+34 933196601	http://www.restaurantabac.com	info@abacbarcelona.com			
Restaurant D'E	Carrer Rosselló 242 Bxs	Eixample	8008	BARCELONA	ESPANYA	+34 639061072		http://www.elpaninode.com				
Cafeteria Cal Tuset - Diagonal Mar	Av Diagonal 3 3r	Sant Martí	8019	BARCELONA	ESPANYA	+34 933560884		http://www.caltuset.com	info@caltuset.com			
Pastisseria Farga - Avinguda Diagonal	Av Diagonal 391	Eixample	8008	BARCELONA	ESPANYA	+34 934160112	+34 934160225	http://www.fargabarcelona.com	diagonal@fargabarcelona.com	+34 934160729		
Pastisseria Farga - Gran Via de les Corts Catalanes	G.V. Corts Catalanes 630	Eixample	8007	BARCELONA	ESPANYA	+34 933426040	+34 933424432	http://www.fargabarcelona.com	granvia@fargabarcelona.com			
Pastisseria Baixas - Muntaner	Carrer Calaf 9	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 932090115	+34 932092542	http://www.baixas.es	comercial@baixas.es	+34 932095120	+34 934144984	
Pastisseria Brunells	Carrer Princesa 22	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933196825						
Pastisseria Sacha	Carrer Vallmajor 31	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 932013222	+34 932015665					
Restaurant Japonès Nomo	Carrer Gran de Gràcia 13	Gràcia	8012	BARCELONA	ESPANYA	+34 934159622		http://www.restaurantenomo.com	nomo@restaurantenomo.com			
Restaurant L'Arròs	Pg Joan Borbó C Barcelona 12	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932212646	+34 932210959	http://www.larros.es	reservas@larros.es	+34 932210640		
Restaurant Blau bcn	Carrer Londres 89	Eixample	8036	BARCELONA	ESPANYA	+34 934193032		http://www.blaubcn.com	blaubarcelona@hotmail.com			
Vinoteca Torres	Pg Gràcia 78 bxs	Eixample	8008	BARCELONA	ESPANYA	+34 932726625	+34 902520522	http://www.lavinotecatorres.com	lavinoteca@lavinotecatorres.com			
Restaurant Favorit	Carrer Villarroel 68 bxs	Eixample	8011	BARCELONA	ESPANYA	+34 934518792						
Hotel Casa Camper	Carrer Elisabets 9 bxs	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933040513		http://www.dospalillos.com	dospalillos@dospalillos.com			
Restaurants Cinc Plats	Carrer París 209	Eixample	8008	BARCELONA	ESPANYA	+34 932184171						
Restaurant Santa	Av Meridiana 2	Sant Martí	8018	BARCELONA	ESPANYA	+34 933097078		http://www.santamania.info				
Celler Monvínic	Carrer Diputació 249	Eixample	8007	BARCELONA	ESPANYA	+34 932726187		http://www.monvinic.com	info@monvinic.com			
Restaurant Quick	Pl Urquinaona 11 bxs	Ciutat Vella	8010	BARCELONA	ESPANYA			http://www.quick-restaurants.com				
Bar Bcn Café	Carrer Consell de Cent 381 bxs	Eixample	8009	BARCELONA	ESPANYA	+34 934673436		http://www.bcncafe.com				
Restaurant L'Oliva	Carrer Indústria 207	Sant Martí	8041	BARCELONA	ESPANYA	+34 934464218						
Bar Restaurant Sant Andreu Jabugo	Pl Palmeres 5-LB	Sant Andreu	8030	BARCELONA	ESPANYA	+34 653574511	+34 933468661	http://www.santandreu-jabugo.com	info@santandreu-jabugo.com			
Bar Gerbard	Carrer Ivorra 24 bxs	Sarrià-Sant Gervasi	8034	BARCELONA	ESPANYA							
Bar Gerbard	Carrer Ivorra 24 bxs	Sarrià-Sant Gervasi	8034	BARCELONA	ESPANYA	+34 932034988		http://www.gerbard.com	hola@gerbard.com			
Hotel Catalonia Portal de l'Àngel	Av Portal de l'Àngel 17	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933185939		http://www.hoteles-catalonia.es	albinoni@hoteles-catalonia.es			
Restaurant Pizza Leggera	Carrer Tuset 15 bxs	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 934147272		http://www.pizzaleggera.com	tusetbcn@pizzaleggera.com			
Restaurant Quebec	Carrer Dagueria 12 bxs	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933019315						
Bar Cafeteria Alsur	Carrer Sant Pere Més Alt 4 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933101286		http://www.alsurcafe.com	info@alsurcafe.com			
Restaurant Bacco Barcelona	Carrer la Rambla 133 1	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933010577	+34 933177437	http://www.restaurantbacco.com	bacco@restaurantbacco.com			
Xiringuito Mochima Bar - Mar Bella	Ptja Mar Bella 100-LP	Sant Martí	8005	BARCELONA	ESPANYA	+34 679888836		http://www.mochimabar.com	info@mochimabar.com			
Restaurant Lagar	Carrer Llenguadoc 6	Sant Andreu	8030	BARCELONA	ESPANYA	+34 933468270		http://www.tulagar.com				
Bar Cocteleria Mama Shake	Carrer Fonollar 8	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 664096932						
Hotel ME Barcelona	Carrer Pere IV 272-286 24	Sant Martí	8005	BARCELONA	ESPANYA	+34 933672070		http://www.doscielos.com	me.barcelona@solmelia.com			
Bar Bharma	Carrer Pere IV 93	Sant Martí	8018	BARCELONA	ESPANYA							
Restaurant Japonès Koy Shunka	Carrer Copons 7	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 934127939						
Restaurant Routa	Carrer Enric Granados 10	Eixample	8007	BARCELONA	ESPANYA	+34 934511997		http://www.restaurant-routa.com	info@restaurant-routa.com			
Restaurant La Braseria de la Vila	Carrer Verdi 19	Gràcia	8012	BARCELONA	ESPANYA	+34 932183618		http://www.braserialavila.com	braserialavila@braserialavila.com			
Restaurant Fresc Co - Llull	Carrer Llull 319	Sant Martí	8019	BARCELONA	ESPANYA	+34 933016837		http://www.frescco.com	frescco@frescco.com			
Botiga de Menjars Cuinària - Encarnació	Carrer Encarnació 124-130	Gràcia	8024	BARCELONA	ESPANYA	+34 932130384	+34 938914152	http://www.cuinaria.cat	bot.bcn1@calblay.com			
Botiga de Menjars Cuinària - València	Carrer València 206	Eixample	8011	BARCELONA	ESPANYA	+34 934518410	+34 938914152	http://www.cuinaria.cat	bot.bec2@calblay.com			
Restaurant Café Lateral	Carrer València 206	Eixample	8011	BARCELONA	ESPANYA	+34 934531024	+34 932183000					
Restaurant Piscolabis	Rbla Catalunya 27 bxs	Eixample	8007	BARCELONA	ESPANYA	+34 933069669		http://www.angrup.com				
Restaurant Terra d'escudella	Carrer Premià 20 bx	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 934221613		http://www.tdk.cat				
Restaurant Patxoca	Carrer Mercaders 28 bxs	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933192029						
Restaurant Taller de Tapas - Rambla Catalunya	Rbla Catalunya 49-51	Eixample	8007	BARCELONA	ESPANYA	+34 934874842		http://www.tallerdetapas.com				
Restaurant Taller de Tapas - Comtal	Carrer Comtal 28	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 934816233		http://www.tallerdetapas.com				
Restaurant Itztli - Sant Miquel	Carrer Sant Miquel 60	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932256363		http://www.itztli.es	info@itztli.es			
Restaurant En Ville	Carrer Doctor Dou 14	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933028467						
Restaurant Petit Comité	Ptge Concepció 13	Eixample	8008	BARCELONA	ESPANYA	+34 935500620						
Restaurant La Xina	Carrer Pintor Fortuny 3	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933429628		http://www.grupotragaluz.com/rest-laxina.php				
Restaurant -  Pizzeria Il Corsaro Nero - Llacuna	Carrer Llacuna 142-144	Sant Martí	8018	BARCELONA	ESPANYA	+34 933007849		http://www.ilcorsaronero.com	info@ilcorsaronero.com			
Restaurant Atenes	Carrer Atenes 42	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 934173143						
Restaurant Peixample	Av Diagonal 383	Eixample	8008	BARCELONA	ESPANYA	+34 932373412						
Restaurant -  Pizzeria Il Corsaro Nero - Vila Olímpica	Av Icària 132	Sant Martí	8005	BARCELONA	ESPANYA	+34 932218997		http://www.ilcorsaronero.com	info@ilcorsaronero.com			
Restaurant Sheng	G.V. Corts Catalanes 541	Eixample	8011	BARCELONA	ESPANYA	+34 933233130		http://www.restaurantesheng.es				
Restaurant Sheng	G.V. Corts Catalanes 541	Eixample	8011	BARCELONA	ESPANYA	+34 933233130		http://www.restaurantesheng.es				
Restaurant Primario	Pl Doctor Letamendi 27	Eixample	8007	BARCELONA	ESPANYA	+34 934516115		http://www.primario.com.es	restaurante@primario.com.es			
Restaurant  Club Fishop	Pg Gràcia 53-55	Eixample	8007	BARCELONA	ESPANYA	+34 934877208		http://www.grupofishop.com	grupofishop@grupofishop.com			
Restaurant La Burg	Pg Sant Joan Bosco 55	Sarrià-Sant Gervasi	8017	BARCELONA	ESPANYA	+34 932056348		http://www.laburg.com				
Restaurant Xorús	Rbla Poblenou 105	Sant Martí	8005	BARCELONA	ESPANYA	+34 934855327		http://www.xorus.es	info@xorus.es			
Restaurant Ugarit Verdi	Carrer Verdi 11	Gràcia	8012	BARCELONA	ESPANYA	+34 932178622		http://www.ugaritrestaurantsirio.com				
Restaurant Umei Te	Carrer Concepción Arenal 4	Sant Andreu	8027	BARCELONA	ESPANYA	+34 933518105						
Empresa Danone	Av Diagonal 477	Eixample	8036	BARCELONA	ESPANYA	+34 934109091	+34 934109092	http://www.casadanone.es		+34 902180957		
Restaurant Els Peixaters de la Mediterrània	Pg Garcia Fària 33	Sant Martí	8005	BARCELONA	ESPANYA	+34 932663884		http://www.elspeixatersdelamediterrania.com				
Restaurant Origen 99'9 % - Rosselló	Carrer Rosselló 154	Eixample	8036	BARCELONA	ESPANYA	+34 933234547		http://www.origen99.com	rosellon@origen99.com			
Bar Sifó Xico	Carrer Roser 82	Sants-Montjuïc	8004	BARCELONA	ESPANYA	+34 663762035		http://www.sifo.es	sifo@sifo.es			
Restaurant Vitali Pizza - París	Carrer París 109	Eixample	8029	BARCELONA	ESPANYA	+34 934444737		http://www.vitalipizza.com	laurent@vitalipizza.com			
